,fullname,uni_name,file,is_a_main_job
1035,Grażyna Maria Krasowicz-Kupis,Uniwersytet Marii Curie-Skłodowskiej w Lublinie,selected,
1108,Małgorzata Anna Kuśpit,Uniwersytet Marii Curie-Skłodowskiej w Lublinie,selected,
1123,Grażyna Ewa Kwiatkowska,Uniwersytet Marii Curie-Skłodowskiej w Lublinie,selected,
1149,Krzysztof Jan Leoniak,Uniwersytet Marii Curie-Skłodowskiej w Lublinie,selected,
1194,Karolina Magdalena Ludwikowska-Świeboda,Uniwersytet Marii Curie-Skłodowskiej w Lublinie,selected,
1367,Robert Jarosław Modrzyński,Uniwersytet Marii Curie-Skłodowskiej w Lublinie,selected,
1391,Dagmara Musiał,Uniwersytet Marii Curie-Skłodowskiej w Lublinie,selected,
1392,Agnieszka Muszczyńska,Uniwersytet Marii Curie-Skłodowskiej w Lublinie,selected,
1601,Agnieszka Pisarska,Uniwersytet Marii Curie-Skłodowskiej w Lublinie,selected,
1666,Joanna Aleksandra Posłuszna,Uniwersytet Marii Curie-Skłodowskiej w Lublinie,selected,
1733,Magdalena Małgorzata Razmus,Uniwersytet Marii Curie-Skłodowskiej w Lublinie,selected,
1797,Katarzyna Rutkowska,Uniwersytet Marii Curie-Skłodowskiej w Lublinie,selected,
1962,Anna Katarzyna Stachyra-Sokulska,Uniwersytet Marii Curie-Skłodowskiej w Lublinie,selected,
2069,Ewa Małgorzata Szepietowska,Uniwersytet Marii Curie-Skłodowskiej w Lublinie,selected,
2244,Anna Tychmanowicz,Uniwersytet Marii Curie-Skłodowskiej w Lublinie,selected,
2288,Renata Wiechnik,Uniwersytet Marii Curie-Skłodowskiej w Lublinie,selected,
2361,Jolanta Maria Wolińska,Uniwersytet Marii Curie-Skłodowskiej w Lublinie,selected,
101,Małgorzata Basińska,Uniwersytet Kazimierza Wielkiego w Bydgoszczy,selected,
177,Aleksandra Błachnio,Uniwersytet Kazimierza Wielkiego w Bydgoszczy,selected,
209,Klaudia Boniecka,Uniwersytet Kazimierza Wielkiego w Bydgoszczy,selected,
228,Agata Borzyszkowska,Uniwersytet Kazimierza Wielkiego w Bydgoszczy,selected,
338,Barbara Ciżkowicz,Uniwersytet Kazimierza Wielkiego w Bydgoszczy,selected,
397,Aleksandra Dąbrowska,Uniwersytet Kazimierza Wielkiego w Bydgoszczy,selected,
402,Monika Deja,Uniwersytet Kazimierza Wielkiego w Bydgoszczy,selected,
583,Karolina Głogowska,Uniwersytet Kazimierza Wielkiego w Bydgoszczy,selected,
647,Izabela Grzankowska,Uniwersytet Kazimierza Wielkiego w Bydgoszczy,selected,
818,Karolina Juszczyk,Uniwersytet Kazimierza Wielkiego w Bydgoszczy,selected,
874,Elżbieta Kasprzak,Uniwersytet Kazimierza Wielkiego w Bydgoszczy,selected,
1052,Agnieszka Kruczek,Uniwersytet Kazimierza Wielkiego w Bydgoszczy,selected,
1165,Hanna Liberska,Uniwersytet Kazimierza Wielkiego w Bydgoszczy,selected,
1186,Kamila Anna Litwic-Kaminska,Uniwersytet Kazimierza Wielkiego w Bydgoszczy,selected,
1262,Alicja Malina,Uniwersytet Kazimierza Wielkiego w Bydgoszczy,selected,
1331,Maciej Michalak,Uniwersytet Kazimierza Wielkiego w Bydgoszczy,selected,
1334,Paulina Michalska,Uniwersytet Kazimierza Wielkiego w Bydgoszczy,selected,
1354,Magdalena Miotk-Mrozowska,Uniwersytet Kazimierza Wielkiego w Bydgoszczy,selected,
1390,Karolina Mudło-Głagolska,Uniwersytet Kazimierza Wielkiego w Bydgoszczy,selected,
1434,Anna Antonina Nogaj,Uniwersytet Kazimierza Wielkiego w Bydgoszczy,selected,
1507,Roman Ossowski,Uniwersytet Kazimierza Wielkiego w Bydgoszczy,selected,
1585,Natalia Pilarska,Uniwersytet Kazimierza Wielkiego w Bydgoszczy,selected,
1727,Anna Rasmus,Uniwersytet Kazimierza Wielkiego w Bydgoszczy,selected,
1943,Michalina Sołtys,Uniwersytet Kazimierza Wielkiego w Bydgoszczy,selected,
2039,Dorota Suwalska-Barancewicz,Uniwersytet Kazimierza Wielkiego w Bydgoszczy,selected,
2041,Ewa Sygit-Kowalkowska,Uniwersytet Kazimierza Wielkiego w Bydgoszczy,selected,
2056,Karolina Szatkowska,Uniwersytet Kazimierza Wielkiego w Bydgoszczy,selected,
2111,Anna Małgorzata Szymanik-Kostrzewska,Uniwersytet Kazimierza Wielkiego w Bydgoszczy,selected,
2208,Janusz Trempała,Uniwersytet Kazimierza Wielkiego w Bydgoszczy,selected,
2309,Monika Wiłkość-Dębczyńska,Uniwersytet Kazimierza Wielkiego w Bydgoszczy,selected,
2357,Ewa Wojtynkiewicz,Uniwersytet Kazimierza Wielkiego w Bydgoszczy,selected,
2362,Aleksandra Wolska,Uniwersytet Kazimierza Wielkiego w Bydgoszczy,selected,
2394,Małgorzata Wójtowicz-Szefler,Uniwersytet Kazimierza Wielkiego w Bydgoszczy,selected,
2419,Ludmiła Zając-Lamparska,Uniwersytet Kazimierza Wielkiego w Bydgoszczy,selected,
2472,Beata Ziółkowska,Uniwersytet Kazimierza Wielkiego w Bydgoszczy,selected,
152,Katarzyna Biegańska,Uniwersytet Łódzki,selected,
154,Eleonora Maria Bielawska-Batorowicz,Uniwersytet Łódzki,selected,
294,Jan Chodkiewicz,Uniwersytet Łódzki,selected,
331,Mariusz Cieślak,Uniwersytet Łódzki,selected,
420,Karolina Dobrosz,Uniwersytet Łódzki,selected,
502,Maria Finogenow,Uniwersytet Łódzki,selected,
693,Mateusz Adam Hauk,Uniwersytet Łódzki,selected,
758,Iwona Lidia Janicka,Uniwersytet Łódzki,selected,
778,Karolina Aleksandra Jarecka,Uniwersytet Łódzki,selected,
812,Anna Józefczyk,Uniwersytet Łódzki,selected,
821,Zofia Dorota Kabzińska,Uniwersytet Łódzki,selected,
830,Adrianna Kaczuba,Uniwersytet Łódzki,selected,
923,Magdalena Ewa Kobylarczyk-Kaczmarek,Uniwersytet Łódzki,selected,
983,Karolina Kossakowska,Uniwersytet Łódzki,selected,
1076,Marta Justyna Kucharska-Hauk,Uniwersytet Łódzki,selected,
1172,Agnieszka Marta Lipińska-Grobelny,Uniwersytet Łódzki,selected,
1193,Anna Lubrańska,Uniwersytet Łódzki,selected,
1328,Dorota Małgorzata Merecz-Kot,Uniwersytet Łódzki,selected,
1337,Paulina Michalska,Uniwersytet Łódzki,selected,
1352,Joanna Ewa Miniszewska,Uniwersytet Łódzki,selected,
1451,Katarzyna Natalia Nowakowska-Domagała,Uniwersytet Łódzki,selected,
1465,Janina Jolanta Ogińska-Bulik,Uniwersytet Łódzki,selected,
1537,Anna Maria Paszkowska-Rogacz,Uniwersytet Łódzki,selected,
1659,Grażyna Poraj,Uniwersytet Łódzki,selected,
1992,Patryk Adam Stecz,Uniwersytet Łódzki,selected,
2113,Paulina Agnieszka Szymańska,Uniwersytet Łódzki,selected,
2129,Andrzej Marian Śliwerski,Uniwersytet Łódzki,selected,
2146,Julita Małgorzata Świtalska,Uniwersytet Łódzki,selected,
2148,Monika Ewa Talarowska,Uniwersytet Łódzki,selected,
2265,Katarzyna Walęcka-Matyja,Uniwersytet Łódzki,selected,
2399,Monika Wróbel,Uniwersytet Łódzki,selected,
2415,Katarzyna Zaborska,Uniwersytet Łódzki,selected,
2416,Magdalena Maria Zadworna,Uniwersytet Łódzki,selected,
2482,Marta Renata Znajmiecka,Uniwersytet Łódzki,selected,
2484,Olga Martyna Zwardoń-Kuchciak,Uniwersytet Łódzki,selected,
187,ADRIANNA WERONIKA BOBER,Uniwersytet Szczeciński,selected,
236,MAŁGORZATA ANNA BRATOS-STĘPIEŃ,Uniwersytet Szczeciński,selected,
287,MAGDALENA MIROSŁAWA CHĘĆ,Uniwersytet Szczeciński,selected,
491,ADAM PAWEŁ FALEWICZ,Uniwersytet Szczeciński,selected,
531,JOANNA FURMAŃSKA,Uniwersytet Szczeciński,selected,
839,KAROLINA KALISZEWSKA,Uniwersytet Szczeciński,selected,
855,EWA KARABANOWICZ,Uniwersytet Szczeciński,selected,
857,KAROL MARCIN KARASIEWICZ,Uniwersytet Szczeciński,selected,
883,MAGDALENA TERESA KERESTEY,Uniwersytet Szczeciński,selected,
949,KRYSTIAN MICHAŁ KONIECZNY,Uniwersytet Szczeciński,selected,
1046,ZDZISŁAW STANISŁAW KROPLEWSKI,Uniwersytet Szczeciński,selected,
1078,ADAM KUCHARSKI,Uniwersytet Szczeciński,selected,
1093,MAŁGORZATA MARIA KULIK,Uniwersytet Szczeciński,selected,
1151,MAGDALENA LESZKO,Uniwersytet Szczeciński,selected,
1170,MARIA ANTONINA LIGOCKA,Uniwersytet Szczeciński,selected,
1265,AGNIESZKA MALINOWSKA,Uniwersytet Szczeciński,selected,
1342,SYLWIA NATALIA MICHAŁOWSKA,Uniwersytet Szczeciński,selected,
1574,ELŻBIETA PIEŃKOWSKA,Uniwersytet Szczeciński,selected,
1588,MARZENA PIŁAT,Uniwersytet Szczeciński,selected,
1670,ANDRZEJ RAFAŁ POTEMKOWSKI,Uniwersytet Szczeciński,selected,
1675,JOANNA MARIA PRACKA,Uniwersytet Szczeciński,selected,
1681,PIOTR ANDRZEJ PRÓCHNIAK,Uniwersytet Szczeciński,selected,
1709,KAROLINA RACHUBIŃSKA,Uniwersytet Szczeciński,selected,
1751,WOJCIECH ROBERT RODZEŃ,Uniwersytet Szczeciński,selected,
1804,EMILIA AGNIESZKA RUTKOWSKA,Uniwersytet Szczeciński,selected,
1841,AGNIESZKA SAMOCHOWIEC,Uniwersytet Szczeciński,selected,
1911,ALEKSANDRA SŁAWIŃSKA,Uniwersytet Szczeciński,selected,
1944,ANNA SOŁTYS,Uniwersytet Szczeciński,selected,
2029,DAWID SUBOCZ,Uniwersytet Szczeciński,selected,
2032,DARIA JOANNA SUCHECKA,Uniwersytet Szczeciński,selected,
2047,ROMAN RYSZARD SZAŁACHOWSKI,Uniwersytet Szczeciński,selected,
2059,MAŁGORZATA SZCZEŚNIAK,Uniwersytet Szczeciński,selected,
2086,KAMILA IRENA SZPUNAR,Uniwersytet Szczeciński,selected,
2138,AGATA HIACYNTA ŚWIĄTEK,Uniwersytet Szczeciński,selected,
2181,CELINA URSZULA TIMOSZYK-TOMCZAK,Uniwersytet Szczeciński,selected,
107,Maria Bazan,Krakowska Akademia im. Andrzeja Frycza Modrzewskiego w Krakowie,selected,
216,Maria Borczykowska-Rzepka,Krakowska Akademia im. Andrzeja Frycza Modrzewskiego w Krakowie,selected,
322,Ksenia Cielebąk,Krakowska Akademia im. Andrzeja Frycza Modrzewskiego w Krakowie,selected,
357,Szymon Czapliński,Krakowska Akademia im. Andrzeja Frycza Modrzewskiego w Krakowie,selected,
371,Anna Czerniak,Krakowska Akademia im. Andrzeja Frycza Modrzewskiego w Krakowie,selected,
394,Artur Daren,Krakowska Akademia im. Andrzeja Frycza Modrzewskiego w Krakowie,selected,
532,Agnieszka Fusińska-Korpik,Krakowska Akademia im. Andrzeja Frycza Modrzewskiego w Krakowie,selected,
536,Agnieszka Gałkowska,Krakowska Akademia im. Andrzeja Frycza Modrzewskiego w Krakowie,selected,
557,Aleksandra Gawrońska,Krakowska Akademia im. Andrzeja Frycza Modrzewskiego w Krakowie,selected,
786,Dorota Jasiecka,Krakowska Akademia im. Andrzeja Frycza Modrzewskiego w Krakowie,selected,
942,Joanna Konarska,Krakowska Akademia im. Andrzeja Frycza Modrzewskiego w Krakowie,selected,
1004,Robert Michał Kowalczyk,Krakowska Akademia im. Andrzeja Frycza Modrzewskiego w Krakowie,selected,
1100,Michał Kupczyk,Krakowska Akademia im. Andrzeja Frycza Modrzewskiego w Krakowie,selected,
1250,Marek Majczyna,Krakowska Akademia im. Andrzeja Frycza Modrzewskiego w Krakowie,selected,
1254,Rafał Majka,Krakowska Akademia im. Andrzeja Frycza Modrzewskiego w Krakowie,selected,
1333,Kamil Michalik,Krakowska Akademia im. Andrzeja Frycza Modrzewskiego w Krakowie,selected,
1355,Natalia Mirska-Tomasz,Krakowska Akademia im. Andrzeja Frycza Modrzewskiego w Krakowie,selected,
1356,Andrzej Marek Mirski,Krakowska Akademia im. Andrzeja Frycza Modrzewskiego w Krakowie,selected,
1373,Andrzej Molenda,Krakowska Akademia im. Andrzeja Frycza Modrzewskiego w Krakowie,selected,
1383,Swetłana Mróz,Krakowska Akademia im. Andrzeja Frycza Modrzewskiego w Krakowie,selected,
1414,Zbigniew Nęcki,Krakowska Akademia im. Andrzeja Frycza Modrzewskiego w Krakowie,selected,
1503,Wanda Osikowska,Krakowska Akademia im. Andrzeja Frycza Modrzewskiego w Krakowie,selected,
1511,Tadeusz Marian Ostrowski,Krakowska Akademia im. Andrzeja Frycza Modrzewskiego w Krakowie,selected,
1560,Leszek Pawłowski,Krakowska Akademia im. Andrzeja Frycza Modrzewskiego w Krakowie,selected,
1562,Maria Pąchalska,Krakowska Akademia im. Andrzeja Frycza Modrzewskiego w Krakowie,selected,
2022,Anna Strzelczak,Krakowska Akademia im. Andrzeja Frycza Modrzewskiego w Krakowie,selected,
2304,Ewa Wilczek-Rużyczka,Krakowska Akademia im. Andrzeja Frycza Modrzewskiego w Krakowie,selected,
2393,Katarzyna Wójcik-Pyrć,Krakowska Akademia im. Andrzeja Frycza Modrzewskiego w Krakowie,selected,
2407,Małgorzata Wysocka-Pleczyk,Krakowska Akademia im. Andrzeja Frycza Modrzewskiego w Krakowie,selected,
80,Lea Barillier,Instytut Psychologii Polskiej Akademii Nauk,selected,
207,Łukasz Bola,Instytut Psychologii Polskiej Akademii Nauk,selected,
303,Anna Magdalena Chrzanowska,Instytut Psychologii Polskiej Akademii Nauk,selected,
337,Amadeusz Dawid Citlak,Instytut Psychologii Polskiej Akademii Nauk,selected,
438,Ewa Domaradzka-Woropińska,Instytut Psychologii Polskiej Akademii Nauk,selected,
448,Małgorzata Iwona Draps,Instytut Psychologii Polskiej Akademii Nauk,selected,
489,Małgorzata Anna Fajkowska,Instytut Psychologii Polskiej Akademii Nauk,selected,
549,Łukasz Gawęda,Instytut Psychologii Polskiej Akademii Nauk,selected,
592,Mateusz Kazimierz Gola,Instytut Psychologii Polskiej Akademii Nauk,selected,
681,Katarzyna Hamer-Den Heyer,Instytut Psychologii Polskiej Akademii Nauk,selected,
688,Krzysztof Hanusz,Instytut Psychologii Polskiej Akademii Nauk,selected,
851,Krzysztof Kaniasty,Instytut Psychologii Polskiej Akademii Nauk,selected,
1056,Jakub Kryś,Instytut Psychologii Polskiej Akademii Nauk,selected,
1119,Anna Kwiatkowska,Instytut Psychologii Polskiej Akademii Nauk,selected,
1365,Klaudia Ewa Modlińska,Instytut Psychologii Polskiej Akademii Nauk,selected,
1399,Maria Nalberczak-Skóra,Instytut Psychologii Polskiej Akademii Nauk,selected,
1469,Łukasz Piotr Okruszek,Instytut Psychologii Polskiej Akademii Nauk,selected,
1517,Ewa Natalia Palikot,Instytut Psychologii Polskiej Akademii Nauk,selected,
1589,Renata Pionke-Ubych,Instytut Psychologii Polskiej Akademii Nauk,selected,
1609,Wojciech Pisula,Instytut Psychologii Polskiej Akademii Nauk,selected,
1712,Piotr Radkiewicz,Instytut Psychologii Polskiej Akademii Nauk,selected,
1741,Janusz Reykowski,Instytut Psychologii Polskiej Akademii Nauk,selected,
1794,MARZENA RUSANOWSKA,Instytut Psychologii Polskiej Akademii Nauk,selected,
1985,Agata Stasińska,Instytut Psychologii Polskiej Akademii Nauk,selected,
2052,Piotr Szarota,Instytut Psychologii Polskiej Akademii Nauk,selected,
2100,Izabela Szumska,Instytut Psychologii Polskiej Akademii Nauk,selected,
2186,Przemysław Tomalski,Instytut Psychologii Polskiej Akademii Nauk,selected,
2496,Karolina Joanna Żurek,Instytut Psychologii Polskiej Akademii Nauk,selected,
130,Ryszarda Ewa Bernacka,Uniwersytet Jana Kochanowskiego w Kielcach,selected,
212,Dominik Jakub Borawski,Uniwersytet Jana Kochanowskiego w Kielcach,selected,
466,Donat Dutkiewicz,Uniwersytet Jana Kochanowskiego w Kielcach,selected,
543,Marek Piotr Gasparski,Uniwersytet Jana Kochanowskiego w Kielcach,selected,
562,Krzysztof Gąsior,Uniwersytet Jana Kochanowskiego w Kielcach,selected,
576,Karolina Ginalska,Uniwersytet Jana Kochanowskiego w Kielcach,selected,
834,Kinga Kaleta,Uniwersytet Jana Kochanowskiego w Kielcach,selected,
860,Mariusz Karbowski,Uniwersytet Jana Kochanowskiego w Kielcach,selected,
1068,Karol Robert Kubrak,Uniwersytet Jana Kochanowskiego w Kielcach,selected,
1101,Adrian Kurcbart,Uniwersytet Jana Kochanowskiego w Kielcach,selected,
1104,Paweł Kurtek,Uniwersytet Jana Kochanowskiego w Kielcach,selected,
1178,Katarzyna Anna Lipska,Uniwersytet Jana Kochanowskiego w Kielcach,selected,
1213,BEATA ŁUBIANKA,Uniwersytet Jana Kochanowskiego w Kielcach,selected,
1317,Agnieszka Mazur,Uniwersytet Jana Kochanowskiego w Kielcach,selected,
1387,Justyna Mróz,Uniwersytet Jana Kochanowskiego w Kielcach,selected,
1468,Ewelina Okoniewska,Uniwersytet Jana Kochanowskiego w Kielcach,selected,
1669,Katarzyna Anna Potaczała-Perz,Uniwersytet Jana Kochanowskiego w Kielcach,selected,
1742,Daria Rębiś,Uniwersytet Jana Kochanowskiego w Kielcach,selected,
1861,Tatiana Senko,Uniwersytet Jana Kochanowskiego w Kielcach,selected,
1989,Anna Stawecka,Uniwersytet Jana Kochanowskiego w Kielcach,selected,
2033,Lilia Suchocka,Uniwersytet Jana Kochanowskiego w Kielcach,selected,
2060,Piotr Szczukiewicz,Uniwersytet Jana Kochanowskiego w Kielcach,selected,
2145,Justyna Świerczyńska,Uniwersytet Jana Kochanowskiego w Kielcach,selected,
2224,Konstantinos Tsirigotis,Uniwersytet Jana Kochanowskiego w Kielcach,selected,
2257,Tomasz Wajs,Uniwersytet Jana Kochanowskiego w Kielcach,selected,
2282,Małgorzata Agnieszka Weryszko,Uniwersytet Jana Kochanowskiego w Kielcach,selected,
2324,Bogumiła Witkowska-Łuć,Uniwersytet Jana Kochanowskiego w Kielcach,selected,
5,Dorota Ackermann-Szulgit,Wyższa Szkoła Bankowa w Toruniu,other-names,
12,Adam Grzegorz Adamski,Wyższa Szkoła Bezpieczeństwa w Poznaniu,other-names,
13,Anna Katarzyna Akbaş,Akademia Wychowania Fizycznego im. Jerzego Kukuczki w Katowicach,other-names,
16,Maria Aleksandrowicz,Akademia Pomorska w Słupsku,other-names,
19,Beata Andrzejewska,Wyższa Szkoła Bankowa w Toruniu,other-names,
28,Małgorzata Artymiak,Wyższa Szkoła Ekonomii i Innowacji w Lublinie,other-names,
37,Katarzyna Awruk,Akademia Ekonomiczno-Humanistyczna w Warszawie,other-names,
40,Ewa Bajer,Górnośląska Wyższa Szkoła Handlowa im. Wojciecha Korfantego w Katowicach,other-names,
49,Bibianna Beata Bałaj,Uniwersytet Mikołaja Kopernika w Toruniu,other-names,
74,Paulina Maria Baran,Wojskowy Instytut Medycyny Lotniczej,other-names,
83,Mateusz Julian Barłóg,Wyższa Szkoła Europejska im. Ks. Józefa Tischnera w Krakowie,other-names,
86,Natalia Bartosz,KGHM CUPRUM sp. z o.o. Centrum Badawczo-Rozwojowe,other-names,
93,Jakub Bartoszewski,Akademia Nauk Stosowanych w Koninie,other-names,
97,Monika Baryła-Matejczuk,Wyższa Szkoła Ekonomii i Innowacji w Lublinie,other-names,
99,Joanna Basiaga-Pasternak,Akademia Wychowania Fizycznego im. Bronisława Czecha w Krakowie,other-names,
102,Beata Aleksandra Basińska,Politechnika Gdańska,other-names,
113,Daria Becker-Pestka,Wyższa Szkoła Bankowa  z siedzibą w Gdańsku,other-names,
125,Magdalena Bendryn,Wyższa Szkoła Bezpieczeństwa w Poznaniu,other-names,
127,Ewa Bensz-Smagała,Górnośląska Wyższa Szkoła Handlowa im. Wojciecha Korfantego w Katowicach,other-names,
140,Marta Białecka,Uniwersytet Mikołaja Kopernika w Toruniu,other-names,
146,Anita Białuńska,Akademia Ekonomiczno-Humanistyczna w Warszawie,other-names,
162,Marcin Biernacki,Wojskowy Instytut Medycyny Lotniczej,other-names,
166,Anna Dorota Bilon-Piórko,Dolnośląska Szkoła Wyższa z siedzibą we Wrocławiu,other-names,
172,JAN BLECHARZ,Akademia Wychowania Fizycznego im. Bronisława Czecha w Krakowie,other-names,
181,Wojciech BŁAŻEK,Akademia Marynarki Wojennej im. Bohaterów Westerplatte,other-names,
182,Małgorzata Błądek-Kolatorska,Wyższa Szkoła Menedżerska w Warszawie,other-names,
185,Katarzyna Anna Błońska,Uniwersytet Opolski,other-names,
190,Lucyna Hanna Bobkowicz-Lewartowska,Wyższa Szkoła Bezpieczeństwa w Poznaniu,other-names,
195,Beata Boćwińska-Kiluk,Uniwersytet w Białymstoku,other-names,
197,Jarosław Bogaczewicz,Akademia Ekonomiczno-Humanistyczna w Warszawie,other-names,
201,Ewa Bojarska,Akademia Wychowania Fizycznego im. Eugeniusza Piaseckiego w Poznaniu,other-names,
202,Anna Teresa Bokszczanin,Uniwersytet Opolski,other-names,
219,Dorota Borek-Chudek,Akademia Nauk Stosowanych Wincentego Pola w Lublinie,other-names,
225,Monika Maria Borowska,Uniwersytet Papieski Jana Pawła II w Krakowie,other-names,
227,Edyta Borys,Uniwersytet Warmińsko-Mazurski w Olsztynie,other-names,
238,Krzysztof Brocławik,Wyższa Szkoła Biznesu - National Louis University z siedzibą w Nowym Sączu,other-names,
255,Monika Buczek,Wyższa Szkoła Europejska im. Ks. Józefa Tischnera w Krakowie,other-names,
258,Jacek Buczyński,Uczelnia Nauk Społecznych,other-names,
266,Joanna Burdzicka-Wołowik,Akademia Wychowania Fizycznego Józefa Piłsudskiego w Warszawie,other-names,
278,Wiesława Caputa,Wyższa Szkoła Bankowa w Poznaniu,other-names,
290,Andrzej Chmiel,Akademia Techniczno-Humanistyczna w Bielsku-Białej,other-names,
296,Gabriela Chojnacka-Szawłowska,Wyższa Szkoła Bankowa  z siedzibą w Gdańsku,other-names,
309,Agnieszka Chułek,Collegium Balticum - Akademia Nauk Stosowanych z siedzibą w Szczecinie,other-names,
313,Alina Ewa Chyczewska,Akademia Nauk Stosowanych w Elblągu,other-names,
316,Ewelina Cichoń,Wyższa Szkoła Bankowa w Toruniu,other-names,
334,Mieczysław Ciosek,Akademia Medycznych i Społecznych Nauk Stosowanych,other-names,
345,Marcin Cybulski,Uniwersytet Medyczny im. Karola Marcinkowskiego w Poznaniu,other-names,
348,Tomasz Cyrkot,Dolnośląska Szkoła Wyższa z siedzibą we Wrocławiu,other-names,
353,Wojciech Eustachy Czajkowski,"Wyższa Szkoła Bezpieczeństwa Publicznego i Indywidualnego ""Apeiron"" w Krakowie",other-names,
356,Klaudia Agata Czapla-Dziedzic,Państwowa Wyższa Szkoła Techniczno-Ekonomiczna im. ks. Bronisława Markiewicza w Jarosławiu,other-names,
361,Marta Czarnecka-Iwańczuk,Uniwersytet Medyczny im. Karola Marcinkowskiego w Poznaniu,other-names,
366,Alicja Elżbieta Czerkawska,Dolnośląska Szkoła Wyższa z siedzibą we Wrocławiu,other-names,
373,Mirosława Czerniawska,Politechnika Białostocka,other-names,
379,Tadeusz Czochra,Staropolska Akademia Nauk Stosowanych w Kielcach,other-names,
382,Magdalena Czyżewska,Wyższa Szkoła Informatyki i Zarządzania z siedzibą w Rzeszowie,other-names,
388,Simone Dalla Bella,Akademia Ekonomiczno-Humanistyczna w Warszawie,other-names,
395,Aneta Zofia Dąbrowska,Uniwersytet Warmińsko-Mazurski w Olsztynie,other-names,
401,Piotr Dehnel,Dolnośląska Szkoła Wyższa z siedzibą we Wrocławiu,other-names,
406,Romuald Derbis,Uniwersytet Opolski,other-names,
411,Paweł Gustaw Dębski,Śląski Uniwersytet Medyczny w Katowicach,other-names,
415,Paweł Dobrakowski,Wyższa Szkoła Humanitas w Sosnowcu,other-names,
419,Witold Dobrołowicz,Akademia Ekonomiczno-Humanistyczna w Warszawie,other-names,
421,Małgorzata Dobrowolska,Politechnika Śląska,other-names,
424,Emilia Dolata,Wyższa Szkoła Wychowania Fizycznego i Turystyki w Białymstoku,other-names,
429,Grażyna Dolińska-Zygmunt,Wyższa Szkoła Bankowa w Toruniu,other-names,
453,Joanna Anna Dreszer,Uniwersytet Mikołaja Kopernika w Toruniu,other-names,
461,Predrag Duric,Akademia Polonijna w Częstochowie,other-names,
462,Iryna Durkalevych,Karpacka Państwowa Uczelnia w Krośnie,other-names,
468,Dorota Dyjakon,Wyższa Szkoła Bankowa w Toruniu,other-names,
469,Tadeusz Dyk,Pomorski Uniwersytet Medyczny w Szczecinie,other-names,
471,Joanna Dymecka,Uniwersytet Opolski,other-names,
473,Marzena Dymek-Maciejewska,Wyższa Szkoła Bankowa w Warszawie,other-names,
495,MARZANNA FARNICKA,Uniwersytet Zielonogórski,other-names,
501,Jakub Aleksander Filipkowski,Uniwersytet Opolski,other-names,
510,Robert Florkowski,Akademia Wychowania Fizycznego im. Eugeniusza Piaseckiego w Poznaniu,other-names,
514,Małgorzata Anna Foryś-Nogala,Akademia Ekonomiczno-Humanistyczna w Warszawie,other-names,
516,Tomasz Jacek Franc,Uniwersytet Papieski Jana Pawła II w Krakowie,other-names,
535,Anna Gala-Kwiatkowska,Akademia Wychowania Fizycznego Józefa Piłsudskiego w Warszawie,other-names,
537,Anita Izabela Gałuszka,Górnośląska Wyższa Szkoła Handlowa im. Wojciecha Korfantego w Katowicach,other-names,
545,Zbigniew Bronisław Gaś,Wyższa Szkoła Ekonomii i Innowacji w Lublinie,other-names,
551,Katarzyna Gawlicz,Dolnośląska Szkoła Wyższa z siedzibą we Wrocławiu,other-names,
555,Dagmara Paulina Gawron,Uniwersytet Zielonogórski,other-names,
560,Maria Gaziova,Collegium Humanum - Szkoła Główna Menedżerska,other-names,
570,Rafał Janusz Gerymski,Uniwersytet Opolski,other-names,
571,Agata Gierczak,Politechnika Rzeszowska im. Ignacego Łukasiewicza,other-names,
575,Jacek Janusz Gierus,Akademia Ekonomiczno-Humanistyczna w Warszawie,other-names,
580,Alicja Głębocka,Wyższa Szkoła Bankowa we Wrocławiu,other-names,
587,Michał Miłosz Główczewski,Uniwersytet Mikołaja Kopernika w Toruniu,other-names,
609,Jolanta Góral-Półrola,Staropolska Akademia Nauk Stosowanych w Kielcach,other-names,
617,Adrianna Grabizna,Uniwersytet Zielonogórski,other-names,
621,Olga Maria Grabowska-Chenczke,Uniwersytet Przyrodniczy w Poznaniu,other-names,
637,SŁAWOMIRA ANNA GRUSZEWSKA,Collegium Balticum - Akademia Nauk Stosowanych z siedzibą w Szczecinie,other-names,
643,Ewa Grygiel,Państwowa Wyższa Szkoła Zawodowa w Nowym Sączu,other-names,
645,Iwona Katarzyna Gryniuk-Toruń,Staropolska Akademia Nauk Stosowanych w Kielcach,other-names,
649,Marek Juliusz Grzegorek,Politechnika Gdańska,other-names,
650,Iwona Alicja Grzegorzewska,Uniwersytet Zielonogórski,other-names,
652,MARIA KATARZYNA GRZEGORZEWSKA,Akademia Górniczo-Hutnicza im. Stanisława Staszica w Krakowie,other-names,
661,Judyta Edyta Gulatowska,Uniwersytet Mikołaja Kopernika w Toruniu,other-names,
663,Ewa Maria Gurba,Uniwersytet Papieski Jana Pawła II w Krakowie,other-names,
665,Michał Gusin,Wyższa Szkoła Bankowa w Toruniu,other-names,
667,Małgorzata Anna Gut,Uniwersytet Mikołaja Kopernika w Toruniu,other-names,
671,Michał Gwiżdż,Uniwersytet Papieski Jana Pawła II w Krakowie,other-names,
673,Ewa Gwozdecka-Wolniaszek,Górnośląska Wyższa Szkoła Handlowa im. Wojciecha Korfantego w Katowicach,other-names,
689,Mirosław Harciarek,Wyższa Szkoła Humanitas w Sosnowcu,other-names,
