,fullname,uni_name,file,is_a_main_job
1738,Suvarna Rekha Chinta,Uniwersytet Jagielloński w Krakowie,selected,
1793,Mirjana Rupar,Uniwersytet Jagielloński w Krakowie,selected,
1796,Renate Rutiku,Uniwersytet Jagielloński w Krakowie,selected,
1852,Maciej Sekerdej,Uniwersytet Jagielloński w Krakowie,selected,
1857,Magdalena Senderecka,Uniwersytet Jagielloński w Krakowie,selected,
1876,Marta Siedlecka,Uniwersytet Jagielloński w Krakowie,selected,
1881,Patrycja Siemiginowska,Uniwersytet Jagielloński w Krakowie,selected,
1886,Barbara Sikora-Wachowicz,Uniwersytet Jagielloński w Krakowie,selected,
1889,Iwona Sikorska,Uniwersytet Jagielloński w Krakowie,selected,
1895,Katarzyna Sitnik-Warchulska,Uniwersytet Jagielloński w Krakowie,selected,
1917,Piotr Słowik,Uniwersytet Jagielloński w Krakowie,selected,
1923,Tomasz Smoleń,Uniwersytet Jagielloński w Krakowie,selected,
1937,Wojciech Solecki,Uniwersytet Jagielloński w Krakowie,selected,
1979,Jolanta Starosta,Uniwersytet Jagielloński w Krakowie,selected,
1988,Katarzyna Dominika Stasiuk,Uniwersytet Jagielloński w Krakowie,selected,
2001,Małgorzata Stępień-Nycz,Uniwersytet Jagielloński w Krakowie,selected,
2013,Anna-Lena Stroh,Uniwersytet Jagielloński w Krakowie,selected,
2014,Agnieszka Strojny,Uniwersytet Jagielloński w Krakowie,selected,
2015,Paweł Marcin Strojny,Uniwersytet Jagielloński w Krakowie,selected,
2075,Klaudia Elżbieta Szklarczyk-Smolana,Uniwersytet Jagielloński w Krakowie,selected,
2076,Barbara Szmigielska-Siuta,Uniwersytet Jagielloński w Krakowie,selected,
2084,Malwina Szpitalak,Uniwersytet Jagielloński w Krakowie,selected,
2098,Ewa Szumowska,Uniwersytet Jagielloński w Krakowie,selected,
2104,Marta Szwajca,Uniwersytet Jagielloński w Krakowie,selected,
2106,Marcin Szwed,Uniwersytet Jagielloński w Krakowie,selected,
2132,Magdalena Śmieja-Nęcka,Uniwersytet Jagielloński w Krakowie,selected,
2136,Sławomir Śpiewak,Uniwersytet Jagielloński w Krakowie,selected,
2188,Aleksandra Tomasiewicz,Uniwersytet Jagielloński w Krakowie,selected,
2204,Agnieszka Trąbka,Uniwersytet Jagielloński w Krakowie,selected,
2222,Joanna Danuta Trzópek,Uniwersytet Jagielloński w Krakowie,selected,
2226,Kinga Tucholska,Uniwersytet Jagielloński w Krakowie,selected,
2264,Piotr Krzysztof Walecki,Uniwersytet Jagielloński w Krakowie,selected,
2274,Monika Wasilewska,Uniwersytet Jagielloński w Krakowie,selected,
2284,Szymon Wichary,Uniwersytet Jagielloński w Krakowie,selected,
2293,Magdalena Wielgus,Uniwersytet Jagielloński w Krakowie,selected,
2298,Michał Wierzchoń,Uniwersytet Jagielloński w Krakowie,selected,
2331,Zofia Wodniecka-Chlipalska,Uniwersytet Jagielloński w Krakowie,selected,
2341,Bartosz Wojciechowski,Uniwersytet Jagielloński w Krakowie,selected,
2363,Piotr Wolski,Uniwersytet Jagielloński w Krakowie,selected,
2377,Antoni Wontorczyk,Uniwersytet Jagielloński w Krakowie,selected,
2397,Eligiusz Wronka,Uniwersytet Jagielloński w Krakowie,selected,
2405,Mirosław Wyczesany,Uniwersytet Jagielloński w Krakowie,selected,
2474,Anna Ziółkowska,Uniwersytet Jagielloński w Krakowie,selected,
2489,Adam Żaliński,Uniwersytet Jagielloński w Krakowie,selected,
2491,Magdalena Żegleń,Uniwersytet Jagielloński w Krakowie,selected,
23,Anna Anzulewicz,Uniwersytet Warszawski,selected,
45,Aleksandra Bala,Uniwersytet Warszawski,selected,
72,Tomasz Jerzy Baran,Uniwersytet Warszawski,selected,
77,Urszula Barańczuk,Uniwersytet Warszawski,selected,
78,Kamilla Bargiel-Matusiewicz,Uniwersytet Warszawski,selected,
81,Julia Izabela Barlińska,Uniwersytet Warszawski,selected,
104,Tanaya Batabyal,Uniwersytet Warszawski,selected,
124,Olena Belyavska,Uniwersytet Warszawski,selected,
164,Michał Kamil Bilewicz,Uniwersytet Warszawski,selected,
204,Barbara Janina Bokus,Uniwersytet Warszawski,selected,
226,Zofia Borska-Mądrzycka,Uniwersytet Warszawski,selected,
261,Magdalena Daria Budziszewska,Uniwersytet Warszawski,selected,
267,Agnieszka Ewa Burnos,Uniwersytet Warszawski,selected,
275,Dorota Elżbieta Campfield,Uniwersytet Warszawski,selected,
299,Izabela Maria Chojnicka,Uniwersytet Warszawski,selected,
326,Anna Cierpka,Uniwersytet Warszawski,selected,
363,Joanna Matylda Czarnota-Bojarska,Uniwersytet Warszawski,selected,
374,Ewa Leonia Czerniawska,Uniwersytet Warszawski,selected,
405,Wouter Evert De Raad,Uniwersytet Warszawski,selected,
441,Małgorzata Janina Dragan,Uniwersytet Warszawski,selected,
443,Wojciech Łukasz Dragan,Uniwersytet Warszawski,selected,
455,Ewa Dryll,Uniwersytet Warszawski,selected,
477,Agnieszka Dynak,Uniwersytet Warszawski,selected,
525,Krzysztof Paweł Fronczyk,Uniwersytet Warszawski,selected,
538,Małgorzata Joanna Gambin,Uniwersytet Warszawski,selected,
614,Paulina Górska,Uniwersytet Warszawski,selected,
677,Maciej Władysław Haman,Uniwersytet Warszawski,selected,
679,Ewa Maria Haman,Uniwersytet Warszawski,selected,
718,Paweł Aleksander Holas,Uniwersytet Warszawski,selected,
730,Mirosława Bojana Huflejt-Łukasik,Uniwersytet Warszawski,selected,
737,Kamil Konrad Imbir,Uniwersytet Warszawski,selected,
768,Konrad Seweryn Jankowski,Uniwersytet Warszawski,selected,
793,Olga Jauer-Niworowska,Uniwersytet Warszawski,selected,
872,Katarzyna Karzel,Uniwersytet Warszawski,selected,
879,Grażyna Maria Katra,Uniwersytet Warszawski,selected,
881,Rafał Janusz Kawa,Uniwersytet Warszawski,selected,
905,Marcin Jacek Klik,Uniwersytet Warszawski,selected,
919,Grażyna Iwona Kmita,Uniwersytet Warszawski,selected,
924,Dorota Kobylińska,Uniwersytet Warszawski,selected,
1033,Grzegorz Jan Krajewski,Uniwersytet Warszawski,selected,
1152,Marcin Maciej Leśniak,Uniwersytet Warszawski,selected,
1171,Magdalena Linke-Jankowska,Uniwersytet Warszawski,selected,
1188,Itziar Lozano Sanchez,Uniwersytet Warszawski,selected,
1191,Katarzyna Ewa Lubiewska,Uniwersytet Warszawski,selected,
1207,Emilia Łojek,Uniwersytet Warszawski,selected,
1212,Paweł Łowicki,Uniwersytet Warszawski,selected,
1221,Magdalena Ewa Łuniewska-Etenkowska,Uniwersytet Warszawski,selected,
1234,Oliwia Maciantowicz,Uniwersytet Warszawski,selected,
1244,Dominika Agnieszka Maison,Uniwersytet Warszawski,selected,
1304,Agnieszka Maria Maryniak,Uniwersytet Warszawski,selected,
1322,Michał Piotr Meisner,Uniwersytet Warszawski,selected,
1347,Karolina Mieszkowska,Uniwersytet Warszawski,selected,
1348,Aneta Miękisz,Uniwersytet Warszawski,selected,
1417,Alicja Magdalena Niedźwiecka,Uniwersytet Warszawski,selected,
1446,Andrzej Nowak,Uniwersytet Warszawski,selected,
1475,Tomasz Sebastian Oleksy,Uniwersytet Warszawski,selected,
1492,Włodzimierz Oniszczenko,Uniwersytet Warszawski,selected,
1504,Albertyna Wanda Osińska,Uniwersytet Warszawski,selected,
1505,Jerzy Tomasz Osiński,Uniwersytet Warszawski,selected,
1605,Ewa Agnieszka Pisula,Uniwersytet Warszawski,selected,
1616,Agnieszka Patrycja Pluta,Uniwersytet Warszawski,selected,
1618,Mateusz Piotr Płatos,Uniwersytet Warszawski,selected,
1672,Anna Nina Potoczek,Uniwersytet Warszawski,selected,
1684,Monika Prusik,Uniwersytet Warszawski,selected,
1735,Joanna Karolina Rączaszek-Leonardi,Uniwersytet Warszawski,selected,
1737,Anna Agnieszka Reinholz,Uniwersytet Warszawski,selected,
1763,Marcin Romanowicz,Uniwersytet Warszawski,selected,
1773,Magdalena Sylwia Roszczyńska-Kurasińska,Uniwersytet Warszawski,selected,
1810,Agnieszka Anna Rychwalska,Uniwersytet Warszawski,selected,
1816,Andrzej Rynkiewicz,Uniwersytet Warszawski,selected,
1828,Marcin Tomasz Rzeszutek,Uniwersytet Warszawski,selected,
1854,Katarzyna Sekścińska,Uniwersytet Warszawski,selected,
1926,Marta Jolanta Sobańska,Uniwersytet Warszawski,selected,
1931,Małgorzata Sobol,Uniwersytet Warszawski,selected,
1945,Wiktor Piotr Soral,Uniwersytet Warszawski,selected,
2007,Maciej Stanisław Stolarski,Uniwersytet Warszawski,selected,
2027,Rafał Piotr Styła,Uniwersytet Warszawski,selected,
2038,Hubert Suszek,Uniwersytet Warszawski,selected,
2102,Anna Dorota Szuster-Kowalewicz,Uniwersytet Warszawski,selected,
2139,Aleksandra Teresa Świderska,Uniwersytet Warszawski,selected,
2168,Kalinka Timmer,Uniwersytet Warszawski,selected,
2190,Piotr Paweł Tomaszewski,Uniwersytet Warszawski,selected,
2198,Sabina Toruńczyk-Ruiz,Uniwersytet Warszawski,selected,
2215,Agata Trzcińska,Uniwersytet Warszawski,selected,
2256,Pamela Villar Gonzalez,Uniwersytet Warszawski,selected,
2310,Mikołaj Henryk Winiewski,Uniwersytet Warszawski,selected,
2330,Anna Wnuk,Uniwersytet Warszawski,selected,
2344,Jerzy Wojciech Wojciechowski,Uniwersytet Warszawski,selected,
2348,Agnieszka Wojnarowska,Uniwersytet Warszawski,selected,
2385,Małgorzata Woźniak-Prus,Uniwersytet Warszawski,selected,
2422,Marcin Zygmunt Zajenkowski,Uniwersytet Warszawski,selected,
2452,Bogdan Włodzimierz Zawadzki,Uniwersytet Warszawski,selected,
85,Rafał Piotr Bartczuk,Katolicki Uniwersytet Lubelski Jana Pawła II w Lublinie,selected,
111,Wacław Jan Bąk,Katolicki Uniwersytet Lubelski Jana Pawła II w Lublinie,selected,
175,Agata Patrycja Błachnio,Katolicki Uniwersytet Lubelski Jana Pawła II w Lublinie,selected,
242,Paweł Jan Brudek,Katolicki Uniwersytet Lubelski Jana Pawła II w Lublinie,selected,
280,Agata Celińska-Miszczuk,Katolicki Uniwersytet Lubelski Jana Pawła II w Lublinie,selected,
293,Elżbieta Teresa Chmielnicka-Kuter,Katolicki Uniwersytet Lubelski Jana Pawła II w Lublinie,selected,
311,Joanna Barbara Chwaszcz,Katolicki Uniwersytet Lubelski Jana Pawła II w Lublinie,selected,
319,BARBARA CICHY JASIOCHA,Katolicki Uniwersytet Lubelski Jana Pawła II w Lublinie,selected,
323,Krzysztof Mariusz Ciepliński,Katolicki Uniwersytet Lubelski Jana Pawła II w Lublinie,selected,
339,Andrzej Cudo,Katolicki Uniwersytet Lubelski Jana Pawła II w Lublinie,selected,
381,Katarzyna Magdalena Czubak-Paluch,Katolicki Uniwersytet Lubelski Jana Pawła II w Lublinie,selected,
387,Monika Dacka,Katolicki Uniwersytet Lubelski Jana Pawła II w Lublinie,selected,
513,Paweł Grzegorz Fortuna,Katolicki Uniwersytet Lubelski Jana Pawła II w Lublinie,selected,
603,Julia Gorbaniuk,Katolicki Uniwersytet Lubelski Jana Pawła II w Lublinie,selected,
605,Oleg Gorbaniuk,Katolicki Uniwersytet Lubelski Jana Pawła II w Lublinie,selected,
668,Sylwia Maria Gwiazdowska-Stańczak,Katolicki Uniwersytet Lubelski Jana Pawła II w Lublinie,selected,
741,Justyna Iskra,Katolicki Uniwersytet Lubelski Jana Pawła II w Lublinie,selected,
766,Tomasz Jankowski,Katolicki Uniwersytet Lubelski Jana Pawła II w Lublinie,selected,
775,Elżbieta Teresa Januszewska,Katolicki Uniwersytet Lubelski Jana Pawła II w Lublinie,selected,
885,Grzegorz Aleksander Kida,Katolicki Uniwersytet Lubelski Jana Pawła II w Lublinie,selected,
993,Paweł Kot,Katolicki Uniwersytet Lubelski Jana Pawła II w Lublinie,selected,
1037,Bogumiła Teresa Krawiec,Katolicki Uniwersytet Lubelski Jana Pawła II w Lublinie,selected,
1057,Karolina Elżbieta Krzysztofik,Katolicki Uniwersytet Lubelski Jana Pawła II w Lublinie,selected,
1091,Agnieszka Kulik,Katolicki Uniwersytet Lubelski Jana Pawła II w Lublinie,selected,
1097,Dorota Krystyna Kuncewicz,Katolicki Uniwersytet Lubelski Jana Pawła II w Lublinie,selected,
1110,Jan Jerzy Kutnik,Katolicki Uniwersytet Lubelski Jana Pawła II w Lublinie,selected,
1132,Bogusława Halina Lachowska,Katolicki Uniwersytet Lubelski Jana Pawła II w Lublinie,selected,
1146,Bernadeta Lelonek-Kuleta,Katolicki Uniwersytet Lubelski Jana Pawła II w Lublinie,selected,
1187,Katarzyna Maria Litwińska-Rączka,Katolicki Uniwersytet Lubelski Jana Pawła II w Lublinie,selected,
1201,Mariola Halina Łaguna,Katolicki Uniwersytet Lubelski Jana Pawła II w Lublinie,selected,
1224,Małgorzata Urszula Łysiak,Katolicki Uniwersytet Lubelski Jana Pawła II w Lublinie,selected,
1272,Stanisław Mamcarz,Katolicki Uniwersytet Lubelski Jana Pawła II w Lublinie,selected,
1273,Piotr Janusz Mamcarz,Katolicki Uniwersytet Lubelski Jana Pawła II w Lublinie,selected,
1290,Katarzyna Mariańczyk,Katolicki Uniwersytet Lubelski Jana Pawła II w Lublinie,selected,
1307,Elżbieta Monika Masiak,Katolicki Uniwersytet Lubelski Jana Pawła II w Lublinie,selected,
1319,Dorota Mącik,Katolicki Uniwersytet Lubelski Jana Pawła II w Lublinie,selected,
1346,Emilia Mielniczuk,Katolicki Uniwersytet Lubelski Jana Pawła II w Lublinie,selected,
1358,Beata Mirucka,Katolicki Uniwersytet Lubelski Jana Pawła II w Lublinie,selected,
1422,Iwona Aneta Niewiadomska,Katolicki Uniwersytet Lubelski Jana Pawła II w Lublinie,selected,
1481,Piotr Krzysztof Oleś,Katolicki Uniwersytet Lubelski Jana Pawła II w Lublinie,selected,
1513,Wojciech Otrębski,Katolicki Uniwersytet Lubelski Jana Pawła II w Lublinie,selected,
1624,Martyna Maria Płudowska,Katolicki Uniwersytet Lubelski Jana Pawła II w Lublinie,selected,
1663,Agata Katarzyna Poręba-Chabros,Katolicki Uniwersytet Lubelski Jana Pawła II w Lublinie,selected,
1687,Aneta Małgorzata Przepiórka,Katolicki Uniwersytet Lubelski Jana Pawła II w Lublinie,selected,
1694,Małgorzata Maria Puchalska-Wasyl,Katolicki Uniwersytet Lubelski Jana Pawła II w Lublinie,selected,
1698,Ewelina Purc,Katolicki Uniwersytet Lubelski Jana Pawła II w Lublinie,selected,
1734,Wiktor Razmus,Katolicki Uniwersytet Lubelski Jana Pawła II w Lublinie,selected,
1779,Bohdan Rożnowski,Katolicki Uniwersytet Lubelski Jana Pawła II w Lublinie,selected,
1807,Radosław Jan Rybarski,Katolicki Uniwersytet Lubelski Jana Pawła II w Lublinie,selected,
1812,Elżbieta Barbara Rydz,Katolicki Uniwersytet Lubelski Jana Pawła II w Lublinie,selected,
1867,Andrzej Edward Sękowski,Katolicki Uniwersytet Lubelski Jana Pawła II w Lublinie,selected,
1928,Jacek Robert Sobek,Katolicki Uniwersytet Lubelski Jana Pawła II w Lublinie,selected,
1933,Ewa Sokołowska,Katolicki Uniwersytet Lubelski Jana Pawła II w Lublinie,selected,
2016,Paweł Stróżak,Katolicki Uniwersytet Lubelski Jana Pawła II w Lublinie,selected,
2071,Marta Agnieszka Szewczyk,Katolicki Uniwersytet Lubelski Jana Pawła II w Lublinie,selected,
2091,Magdalena Marta Szubielska,Katolicki Uniwersytet Lubelski Jana Pawła II w Lublinie,selected,
2127,Jacek Śliwak,Katolicki Uniwersytet Lubelski Jana Pawła II w Lublinie,selected,
2150,Elżbieta Barbara Talik,Katolicki Uniwersytet Lubelski Jana Pawła II w Lublinie,selected,
2151,Wiesław Jan Talik,Katolicki Uniwersytet Lubelski Jana Pawła II w Lublinie,selected,
2162,Małgorzata Tatala,Katolicki Uniwersytet Lubelski Jana Pawła II w Lublinie,selected,
2195,Małgorzata Torój,Katolicki Uniwersytet Lubelski Jana Pawła II w Lublinie,selected,
2243,Przemysław Tużnik,Katolicki Uniwersytet Lubelski Jana Pawła II w Lublinie,selected,
2287,Michał Paweł Wiechetek,Katolicki Uniwersytet Lubelski Jana Pawła II w Lublinie,selected,
2303,Sabina Maria Więsyk,Katolicki Uniwersytet Lubelski Jana Pawła II w Lublinie,selected,
2352,Marcin Michał Wojtasiński,Katolicki Uniwersytet Lubelski Jana Pawła II w Lublinie,selected,
2375,Mariusz Wołońciej,Katolicki Uniwersytet Lubelski Jana Pawła II w Lublinie,selected,
2380,Patrycja Wośko,Katolicki Uniwersytet Lubelski Jana Pawła II w Lublinie,selected,
2411,Emilia Zabielska-Mendyk,Katolicki Uniwersytet Lubelski Jana Pawła II w Lublinie,selected,
2438,Dariusz Jacek Zapała,Katolicki Uniwersytet Lubelski Jana Pawła II w Lublinie,selected,
2441,Beata Ewa Zarzycka,Katolicki Uniwersytet Lubelski Jana Pawła II w Lublinie,selected,
2495,Agnieszka Joanna Żmuda,Katolicki Uniwersytet Lubelski Jana Pawła II w Lublinie,selected,
10,Krystyna Elżbieta Adamska,Uniwersytet Gdański,selected,
22,Paulina Anikiej - Wiczenbach,Uniwersytet Gdański,selected,
34,Paweł Andrzej Atroszko,Uniwersytet Gdański,selected,
48,Julia Balcerowska,Uniwersytet Gdański,selected,
134,Tomasz Besta,Uniwersytet Gdański,selected,
147,Mariola Elżbieta Bidzan,Uniwersytet Gdański,selected,
159,Łucja Bieleninik,Uniwersytet Gdański,selected,
213,Judyta Borchet,Uniwersytet Gdański,selected,
244,Hanna Wanda Brycz,Uniwersytet Gdański,selected,
260,DAGMARA BUDNIK-PRZYBYLSKA,Uniwersytet Gdański,selected,
302,Magdalena Anna Chrzan-Dętkoś,Uniwersytet Gdański,selected,
312,Anna Konstancja Chybicka,Uniwersytet Gdański,selected,
398,Piotr Dąbrowski,Uniwersytet Gdański,selected,
470,Dorota Dominika Dykalska-Bieck,Uniwersytet Gdański,selected,
494,Agnieszka Magdalena Fanslau,Uniwersytet Gdański,selected,
586,Joanna Weronika Główczewska,Uniwersytet Gdański,selected,
591,Dorota Elżbieta Godlewska-Werner,Uniwersytet Gdański,selected,
596,Paulina Beata Golińska,Uniwersytet Gdański,selected,
608,Agata Małgorzata Goździewicz-Rostankowska,Uniwersytet Gdański,selected,
691,Michał Harciarek,Uniwersytet Gdański,selected,
744,Magdalena Iwanowska,Uniwersytet Gdański,selected,
764,Anna Maria Jankowska,Uniwersytet Gdański,selected,
782,Anna Jarmołowska,Uniwersytet Gdański,selected,
791,Michał Paweł Jaśkiewicz,Uniwersytet Gdański,selected,
806,Krzysztof Radosław Jodzio,Uniwersytet Gdański,selected,
814,Paweł Stefan Jurek,Uniwersytet Gdański,selected,
944,Roman Tadeusz Konarski,Uniwersytet Gdański,selected,
947,Blanka Kondratowicz,Uniwersytet Gdański,selected,
964,Joanna Maria Koralewska-Samko,Uniwersytet Gdański,selected,
979,Natasza Joanna Kosakowska-Berezecka,Uniwersytet Gdański,selected,
1134,Mateusz Jan Lammek,Uniwersytet Gdański,selected,
1140,Rafał Marcin Lawendowski,Uniwersytet Gdański,selected,
1160,Aleksandra Ludmiła Lewandowska - Walter,Uniwersytet Gdański,selected,
1175,Małgorzata Lipowska,Uniwersytet Gdański,selected,
1196,Karolina Lutkiewicz,Uniwersytet Gdański,selected,
1199,Ariadna Beata Łada-Maśko,Uniwersytet Gdański,selected,
1205,Marta Łockiewicz,Uniwersytet Gdański,selected,
1258,Franciszek Edmund Makurat,Uniwersytet Gdański,selected,
1277,Aleksandra Mańkowska,Uniwersytet Gdański,selected,
1278,Beata Mańkowska,Uniwersytet Gdański,selected,
1279,Arkadiusz Mański,Uniwersytet Gdański,selected,
1339,Justyna Michałek-Kwiecień,Uniwersytet Gdański,selected,
1407,Patrycja Aleksandra Naumczyk,Uniwersytet Gdański,selected,
1416,Zdzisław Nieckarz,Uniwersytet Gdański,selected,
1487,Henryk Józef Olszewski,Uniwersytet Gdański,selected,
1497,Edyta Orłowska,Uniwersytet Gdański,selected,
1535,Beata Pastwa - Wojciechowska,Uniwersytet Gdański,selected,
1557,Paulina Pawlicka,Uniwersytet Gdański,selected,
1565,Aleksandra Elżbieta Peplińska,Uniwersytet Gdański,selected,
1593,Andrzej Piotrowski,Uniwersytet Gdański,selected,
1612,Daria Cecylia Pizuńska,Uniwersytet Gdański,selected,
1627,Ilona Poćwierz - Marciniak,Uniwersytet Gdański,selected,
1648,Piotr Połomski,Uniwersytet Gdański,selected,
1690,Jacek Zbigniew Przybylski,Uniwersytet Gdański,selected,
1715,Wioletta Maria Radziwiłłowicz,Uniwersytet Gdański,selected,
1782,Joanna Różycka-Tran,Uniwersytet Gdański,selected,
1789,Agata Anna Rudnik,Uniwersytet Gdański,selected,
1847,Artur Sawicki,Uniwersytet Gdański,selected,
1908,Katarzyna Skrzypińska,Uniwersytet Gdański,selected,
2094,Marcin Radosław Szulc,Uniwersytet Gdański,selected,
2097,Aleksandra Maria Szulman-Wardal,Uniwersytet Gdański,selected,
2206,Natalia Agnieszka Treder-Rochna,Uniwersytet Gdański,selected,
2261,Tamara Zofia Walczak-Kozłowska,Uniwersytet Gdański,selected,
2289,Katarzyna Wieczorek,Uniwersytet Gdański,selected,
2323,Marta Agata Witkowska,Uniwersytet Gdański,selected,
2408,Magdalena Maria Wyszomirska-Góra,Uniwersytet Gdański,selected,
2449,Anna Maria Zawadzka,Uniwersytet Gdański,selected,
42,Łukasz Baka,Akademia Pedagogiki Specjalnej im. Marii Grzegorzewskiej w Warszawie,selected,
53,Natalia Elżbieta Banasik-Jemielniak,Akademia Pedagogiki Specjalnej im. Marii Grzegorzewskiej w Warszawie,selected,
90,Magdalena Marta Bartoszak,Akademia Pedagogiki Specjalnej im. Marii Grzegorzewskiej w Warszawie,selected,
106,Anna Maria Batory-Ginda,Akademia Pedagogiki Specjalnej im. Marii Grzegorzewskiej w Warszawie,selected,
161,Agnieszka Bieńkowska,Akademia Pedagogiki Specjalnej im. Marii Grzegorzewskiej w Warszawie,selected,
240,Paweł Bronowski,Akademia Pedagogiki Specjalnej im. Marii Grzegorzewskiej w Warszawie,selected,
300,Katarzyna Chotkowska,Akademia Pedagogiki Specjalnej im. Marii Grzegorzewskiej w Warszawie,selected,
314,Ariadna Dominika Ciążela,Akademia Pedagogiki Specjalnej im. Marii Grzegorzewskiej w Warszawie,selected,
349,Jan Czabała,Akademia Pedagogiki Specjalnej im. Marii Grzegorzewskiej w Warszawie,selected,
377,Kornelia Czerwińska,Akademia Pedagogiki Specjalnej im. Marii Grzegorzewskiej w Warszawie,selected,
389,Dorota Irena Danielewicz,Akademia Pedagogiki Specjalnej im. Marii Grzegorzewskiej w Warszawie,selected,
416,Kamila Anna Dobrenko,Akademia Pedagogiki Specjalnej im. Marii Grzegorzewskiej w Warszawie,selected,
439,Monika Anna Dominiak-Kochanek,Akademia Pedagogiki Specjalnej im. Marii Grzegorzewskiej w Warszawie,selected,
556,Natalia Gawron,Akademia Pedagogiki Specjalnej im. Marii Grzegorzewskiej w Warszawie,selected,
558,Magdalena Gawrych,Akademia Pedagogiki Specjalnej im. Marii Grzegorzewskiej w Warszawie,selected,
602,Aneta Maria Gop,Akademia Pedagogiki Specjalnej im. Marii Grzegorzewskiej w Warszawie,selected,
683,Ewa Alicja Hamerszmit,Akademia Pedagogiki Specjalnej im. Marii Grzegorzewskiej w Warszawie,selected,
704,Beata Grażyna Hintze,Akademia Pedagogiki Specjalnej im. Marii Grzegorzewskiej w Warszawie,selected,
765,Dorota Maria Jankowska,Akademia Pedagogiki Specjalnej im. Marii Grzegorzewskiej w Warszawie,selected,
787,Dorota Anna Jasielska,Akademia Pedagogiki Specjalnej im. Marii Grzegorzewskiej w Warszawie,selected,
800,Irena Ewa Jelonkiewicz-Sterianos,Akademia Pedagogiki Specjalnej im. Marii Grzegorzewskiej w Warszawie,selected,
882,Izabela Ewelina Kaźmierczak,Akademia Pedagogiki Specjalnej im. Marii Grzegorzewskiej w Warszawie,selected,
915,Sylwia Kluczyńska,Akademia Pedagogiki Specjalnej im. Marii Grzegorzewskiej w Warszawie,selected,
951,Karolina Marzena Konopka,Akademia Pedagogiki Specjalnej im. Marii Grzegorzewskiej w Warszawie,selected,
968,Małgorzata Korko,Akademia Pedagogiki Specjalnej im. Marii Grzegorzewskiej w Warszawie,selected,
1053,Magdalena Kruk-Rogucka,Akademia Pedagogiki Specjalnej im. Marii Grzegorzewskiej w Warszawie,selected,
1069,Izabella Kucharczyk,Akademia Pedagogiki Specjalnej im. Marii Grzegorzewskiej w Warszawie,selected,
1144,Barbara Lejzerowicz-Zajączkowska,Akademia Pedagogiki Specjalnej im. Marii Grzegorzewskiej w Warszawie,selected,
1260,Maryla Malewicz-Sawicka,Akademia Pedagogiki Specjalnej im. Marii Grzegorzewskiej w Warszawie,selected,
1454,Karolina Anna Nowak-Stańczyk,Akademia Pedagogiki Specjalnej im. Marii Grzegorzewskiej w Warszawie,selected,
1463,Ewa Odachowska-Rogalska,Akademia Pedagogiki Specjalnej im. Marii Grzegorzewskiej w Warszawie,selected,
1490,Iwona Omelańczuk,Akademia Pedagogiki Specjalnej im. Marii Grzegorzewskiej w Warszawie,selected,
1662,Magdalena Poraj-Weder,Akademia Pedagogiki Specjalnej im. Marii Grzegorzewskiej w Warszawie,selected,
1668,Sławomir Adam Postek,Akademia Pedagogiki Specjalnej im. Marii Grzegorzewskiej w Warszawie,selected,
1679,Katarzyna Prot-Klinger,Akademia Pedagogiki Specjalnej im. Marii Grzegorzewskiej w Warszawie,selected,
1686,Tomasz Prusiński,Akademia Pedagogiki Specjalnej im. Marii Grzegorzewskiej w Warszawie,selected,
1696,Monika Magda Pudło,Akademia Pedagogiki Specjalnej im. Marii Grzegorzewskiej w Warszawie,selected,
1718,Joanna Rajchert,Akademia Pedagogiki Specjalnej im. Marii Grzegorzewskiej w Warszawie,selected,
1760,Filip Rola,Akademia Pedagogiki Specjalnej im. Marii Grzegorzewskiej w Warszawie,selected,
1761,Jarosław Rola,Akademia Pedagogiki Specjalnej im. Marii Grzegorzewskiej w Warszawie,selected,
1775,Magdalena Rowicka,Akademia Pedagogiki Specjalnej im. Marii Grzegorzewskiej w Warszawie,selected,
1802,Marta Ewa Rutkowska,Akademia Pedagogiki Specjalnej im. Marii Grzegorzewskiej w Warszawie,selected,
1869,Marcin Modest Sękowski,Akademia Pedagogiki Specjalnej im. Marii Grzegorzewskiej w Warszawie,selected,
1877,Agnieszka Maria Siedler,Akademia Pedagogiki Specjalnej im. Marii Grzegorzewskiej w Warszawie,selected,
1890,Kasper Maciej Sipowicz,Akademia Pedagogiki Specjalnej im. Marii Grzegorzewskiej w Warszawie,selected,
1903,Justyna Maria Skolimowska,Akademia Pedagogiki Specjalnej im. Marii Grzegorzewskiej w Warszawie,selected,
2085,Magdalena Blanka Szpojankowska-Puchalska,Akademia Pedagogiki Specjalnej im. Marii Grzegorzewskiej w Warszawie,selected,
2093,Michał Łukasz Szulawski,Akademia Pedagogiki Specjalnej im. Marii Grzegorzewskiej w Warszawie,selected,
2122,Dawid Konrad Ścigała,Akademia Pedagogiki Specjalnej im. Marii Grzegorzewskiej w Warszawie,selected,
2141,Joanna Edyta Świderska,Akademia Pedagogiki Specjalnej im. Marii Grzegorzewskiej w Warszawie,selected,
2280,Maria Weker,Akademia Pedagogiki Specjalnej im. Marii Grzegorzewskiej w Warszawie,selected,
2301,Anna Więcek-Durańska,Akademia Pedagogiki Specjalnej im. Marii Grzegorzewskiej w Warszawie,selected,
2315,DOMINIKA WIŚNIEWSKA,Akademia Pedagogiki Specjalnej im. Marii Grzegorzewskiej w Warszawie,selected,
